task_complexity_score,brief_quality_score,scope_change_flag,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,rework_ratio,cost_ratio,efficiency,delivery_time,ai_complexity,error_rate,revisions_rate,profit_margin,profit_per_hour,revenue_per_hour,is_loss,sla_ratio,outcome_norm,rework_norm,quality_index,sla_ratio_norm,speed_index,client_Client_B,client_Client_C,client_Client_D,client_Client_E,client_Client_F,client_Client_G,client_Client_H,client_Client_I,client_Client_J,client_Client_K,client_Client_L,client_Client_M,client_Client_N,client_Client_O,client_Client_P,client_Client_Q,client_Client_R,client_Client_S,client_Client_T,client_Client_U,client_Client_V,client_Client_W,client_Client_X,client_Client_Y,client_Client_Z,client_Client_[,client_Client_\,client_tier_low,client_tier_mid,team_design,team_media,team_seo,task_type_article,task_type_design,task_type_development,task_type_release,task_type_report,task_type_ticket,seniority_mid,seniority_senior,deadline_pressure_low,deadline_pressure_medium,pricing_model_hourly,pricing_model_value_based,task_status_blocked,task_status_delivered,task_status_draft,task_status_in_progress,task_status_review,workflow_stage_client_review,workflow_stage_execution,workflow_stage_finalized,workflow_stage_qa,legacy_ai_flag_true,legacy_ai_flag_unknown,content_version_v1,content_version_v2,content_version_v3,content_version_v4,ai_group_15-30%,ai_group_30-50%,ai_group_50-75%,ai_group_75-100%
1,5.0,0,5.0,0,9.49,6.67,0.25,1,3,0,1.22,71.94,599.03,728.62,-129.59000000000003,0.12855637513171758,1.2163330717994092,0.702845100105374,3,0.25,0.0,0.3161222339304531,-0.2163330717994091,-13.65542676501581,63.122233930453106,1,0.6,0.6916483516483516,0.0002954137396972811,0.6913529379086543,0.10909090909090909,0.8909090909090909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1,3.0,0,5.0,0,5.86,4.44,0.4,1,5,0,3.92,82.17,633.22,300.11,333.11,0.6689419795221843,0.47394270553678025,0.7576791808873721,6,0.4,0.0,0.8532423208191126,0.5260572944632197,56.84470989761092,108.0580204778157,0,1.2,0.8040659340659341,0.001537182824334277,0.8025287512415998,0.21818181818181817,0.7818181818181819,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3,2.0,0,5.0,0,29.28,16.16,0.33,1,0,2,2.95,80.05,1374.22,2549.03,-1174.8100000000002,0.10075136612021858,1.854892229773981,0.5519125683060109,8,0.99,0.06830601092896174,0.0,-0.8548922297739809,-40.12329234972678,46.93374316939891,1,1.6,0.7807692307692308,0.00023151973454983073,0.780537711034681,0.29090909090909095,0.709090909090909,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3,2.0,0,2.0,1,10.72,6.73,0.17,1,3,2,1.62,63.51,1371.78,795.88,575.9,0.15111940298507462,0.5801804954147166,0.6277985074626866,8,0.51,0.18656716417910446,0.2798507462686567,0.41981950458528333,53.72201492537313,127.96455223880596,0,4.0,0.599010989010989,0.0003472620313920709,0.5986637269795969,0.7272727272727273,0.2727272727272727,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3,3.0,0,5.0,0,7.88,4.86,0.0,0,4,3,7.165730205407753,69.4,572.83,582.05,-9.219999999999914,0.9093566250517453,1.0160955257231639,0.616751269035533,5,0.30000000000000004,0.3807106598984772,0.5076142131979695,-0.01609552572316379,-1.170050761421309,72.69416243654823,1,1.0,0.6637362637362638,0.0020896392034217837,0.6616466245328421,0.18181818181818182,0.8181818181818181,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,3.0,0,5.0,0,13.7,9.82,0.44,1,3,1,2.27,81.36,986.71,632.41,354.30000000000007,0.16569343065693432,0.640927932219193,0.7167883211678833,7,1.32,0.07299270072992702,0.21897810218978103,0.35907206778080697,25.861313868613145,72.02262773722629,0,1.4,0.7951648351648352,0.0003807521481800131,0.7947840830166552,0.2545454545454545,0.7454545454545455,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
4,3.0,0,3.0,1,12.9,7.85,0.46,1,4,0,0.0,94.69,1171.87,768.78,403.0899999999999,0.0,0.6560283990545027,0.6085271317829457,7,1.84,0.0,0.31007751937984496,0.34397160094549734,31.24728682170542,90.84263565891472,0,2.3333333333333335,0.9416483516483516,0.0,0.9416483516483516,0.42424242424242425,0.5757575757575757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
2,5.0,0,5.0,0,4.94,3.68,0.19,1,1,1,1.47,79.76,735.63,333.12,402.51,0.2975708502024291,0.4528363443578973,0.7449392712550607,9,0.38,0.20242914979757085,0.20242914979757085,0.5471636556421027,81.47975708502024,148.91295546558703,0,1.8,0.7775824175824176,0.0006837974203389826,0.7768986201620787,0.32727272727272727,0.6727272727272727,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2,2.0,0,7.0,0,11.73,7.98,0.32,1,4,2,2.5,64.71,987.06,701.48,285.5799999999999,0.21312872975277067,0.7106761493728851,0.680306905370844,6,0.64,0.17050298380221654,0.3410059676044331,0.2893238506271148,24.34612105711849,84.14833759590792,0,0.8571428571428571,0.6121978021978022,0.0004897552146183944,0.6117080469831838,0.15584415584415584,0.8441558441558441,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
2,3.0,0,3.0,0,8.68,6.64,0.61,1,2,0,1.15,72.25,891.31,285.76,605.55,0.1324884792626728,0.32060674737184597,0.7649769585253456,9,1.22,0.0,0.2304147465437788,0.6793932526281541,69.76382488479263,102.68548387096774,0,3.0,0.695054945054945,0.00030444944551128247,0.6947504956094337,0.5454545454545454,0.4545454545454546,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3,3.0,1,5.0,0,9.45,9.4,0.17,1,2,1,3.3,60.53,1108.27,554.89,553.38,0.3492063492063492,0.5006812419356294,0.9947089947089949,5,0.51,0.10582010582010583,0.21164021164021166,0.4993187580643706,58.558730158730164,117.27724867724868,0,1.0,0.5662637362637363,0.0008024522583137957,0.5654612840054225,0.18181818181818182,0.8181818181818181,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
2,3.0,0,5.0,1,15.34,6.82,0.26,1,6,0,1.39,68.35,726.09,663.41,62.680000000000064,0.09061277705345501,0.913674613339944,0.4445893089960887,7,0.52,0.0,0.39113428943937417,0.086325386660056,4.086049543676666,47.33311603650587,0,1.4,0.6521978021978021,0.00020822195170243894,0.6519895802460997,0.2545454545454545,0.7454545454545455,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
5,2.0,0,7.0,0,15.44,14.99,0.43,1,4,4,5.62,51.15,1032.76,710.15,322.61,0.3639896373056995,0.687623455594717,0.9708549222797928,6,2.15,0.2590673575129534,0.2590673575129534,0.31237654440528295,20.894430051813472,66.88860103626943,0,0.8571428571428571,0.46318681318681315,0.0008364232412228644,0.4623503899455903,0.15584415584415584,0.8441558441558441,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2,3.0,0,7.0,0,24.26,15.55,0.23,1,6,1,0.93,62.41,909.24,1318.71,-409.47,0.03833470733718054,1.4503431437244292,0.6409727947238252,6,0.46,0.041220115416323165,0.24732069249793898,-0.45034314372442924,-16.878400659521848,37.478977741137676,1,0.8571428571428571,0.5869230769230769,8.809053026794067e-05,0.586834986392809,0.15584415584415584,0.8441558441558441,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
2,3.0,0,5.0,0,9.1,5.43,0.56,1,1,0,1.15,85.2,320.04,601.21,-281.17,0.12637362637362637,1.878546431696038,0.5967032967032967,9,1.12,0.0,0.10989010989010989,-0.878546431696038,-30.8978021978022,35.16923076923077,1,1.8,0.8373626373626374,0.00029039793264153097,0.8370722394299959,0.32727272727272727,0.6727272727272727,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
4,4.0,0,3.0,0,8.27,6.03,0.17,1,2,2,0.42,72.63,574.47,510.04,64.43,0.05078597339782346,0.8878444479259143,0.7291414752116083,3,0.68,0.2418379685610641,0.2418379685610641,0.11215555207408569,7.790810157194681,69.46432889963725,0,1.0,0.6992307692307692,0.0001167026863525505,0.6991140665444167,0.18181818181818182,0.8181818181818181,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2,4.0,0,5.0,1,20.78,16.54,0.26,1,3,1,0.88,69.01,1283.64,1536.23,-252.58999999999992,0.04234841193455245,1.1967763547412047,0.7959576515880654,8,0.52,0.04812319538017324,0.14436958614051973,-0.1967763547412046,-12.155437921077954,61.77285851780558,1,1.6,0.6594505494505495,9.731374836144202e-05,0.6593532357021881,0.29090909090909095,0.709090909090909,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
5,3.0,1,7.0,0,9.5,4.15,0.46,1,4,2,2.23,61.01,910.37,759.2,151.16999999999996,0.23473684210526316,0.8339466370816262,0.4368421052631579,9,2.3000000000000003,0.21052631578947367,0.42105263157894735,0.1660533629183738,15.912631578947364,95.82842105263158,0,1.2857142857142858,0.5715384615384616,0.0005394091759354315,0.5709990523625261,0.2337662337662338,0.7662337662337662,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2,3.0,1,2.0,1,0.23,7.45,0.38,1,2,0,2.45,90.68,771.68,488.85,282.8299999999999,10.652173913043478,0.6334879742898611,32.391304347826086,3,0.76,0.0,8.695652173913043,0.36651202571013886,1229.6956521739128,3355.1304347826085,0,1.5,0.8975824175824176,0.024477965626627348,0.8731044519557903,0.2727272727272727,0.7272727272727273,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1,3.0,0,7.0,0,17.78,17.78,0.33,1,1,0,1.7,64.07,1041.02,853.44,187.57999999999996,0.09561304836895387,0.8198113388791762,1.0,7,0.33,0.0,0.056242969628796394,0.18018866112082377,10.550056242969626,58.550056242969625,0,1.0,0.6051648351648351,0.0002197122325018088,0.6049451229323333,0.18181818181818182,0.8181818181818181,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
2,3.0,0,2.0,0,16.95,13.9,0.34,1,2,0,0.0,72.32,824.15,721.02,103.13,0.0,0.8748650124370564,0.8200589970501475,4,0.68,0.0,0.11799410029498525,0.12513498756294364,6.084365781710915,48.62241887905605,0,2.0,0.6958241758241758,0.0,0.6958241758241758,0.36363636363636365,0.6363636363636364,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False
3,5.0,0,7.0,0,4.6,2.8,0.53,1,0,1,0.0,100.0,1398.44,249.17,1149.27,0.0,0.17817711163868308,0.6086956521739131,6,1.59,0.2173913043478261,0.0,0.8218228883613169,249.8413043478261,304.00869565217397,0,0.8571428571428571,1.0,0.0,1.0,0.15584415584415584,0.8441558441558441,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
5,4.0,1,5.0,0,16.85,9.68,0.42,1,3,1,2.09,95.95,1101.94,696.01,405.93000000000006,0.12403560830860533,0.6316224113835599,0.574480712166172,2,2.1,0.05934718100890207,0.17804154302670622,0.36837758861644015,24.090801186943622,65.39703264094955,0,0.4,0.9554945054945055,0.00028502532735952924,0.955209480167146,0.07272727272727274,0.9272727272727272,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3,3.0,0,2.0,1,14.63,14.63,0.55,1,2,0,0.65,88.3,1572.98,899.87,673.11,0.04442925495557074,0.572079746722781,1.0,3,1.6500000000000001,0.0,0.13670539986329458,0.42792025327721905,46.00888585099111,107.51742993848256,0,1.5,0.8714285714285714,0.00010209538301730547,0.8713264760455541,0.2727272727272727,0.7272727272727273,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2,2.0,0,7.0,0,12.21,8.2,0.7,1,4,2,0.0,42.96,405.89,478.97,-73.08000000000004,0.0,1.1800487816896204,0.6715806715806715,4,1.4,0.1638001638001638,0.3276003276003276,-0.18004878168962044,-5.985257985257988,33.24242424242424,1,0.5714285714285714,0.3731868131868132,0.0,0.3731868131868132,0.10389610389610389,0.8961038961038961,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3,5.0,0,5.0,1,22.35,14.61,0.16,1,2,2,1.58,67.89,1351.18,995.0,356.18000000000006,0.07069351230425056,0.7363933746799094,0.6536912751677851,6,0.48,0.08948545861297538,0.08948545861297538,0.2636066253200906,15.93646532438479,60.45548098434004,0,1.2,0.6471428571428571,0.0001624488464359472,0.6469804082964212,0.21818181818181817,0.7818181818181819,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
5,4.0,1,7.0,0,18.67,14.48,0.39,1,1,1,5.46,72.99,1392.74,1459.53,-66.78999999999996,0.2924477771826459,1.0479558280799,0.7755757900374932,8,1.9500000000000002,0.05356186395286555,0.05356186395286555,-0.04795582807990003,-3.5773968934118883,74.59775040171397,1,1.1428571428571428,0.7031868131868131,0.0006720249496391377,0.702514788237174,0.20779220779220778,0.7922077922077922,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
2,2.0,0,5.0,0,12.05,9.91,0.0,0,2,2,2.72,63.64,1178.56,957.12,221.43999999999997,0.22572614107883818,0.8121096931849037,0.8224066390041493,8,0.1,0.16597510373443983,0.16597510373443983,0.18789030681509636,18.376763485477174,97.8058091286307,0,1.6,0.6004395604395605,0.0005187032025071749,0.5999208572370534,0.29090909090909095,0.709090909090909,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
5,3.0,0,2.0,1,9.92,5.4,0.7,1,4,1,2.03,71.7,455.21,378.77,76.44,0.20463709677419353,0.8320775026910656,0.5443548387096775,5,3.5,0.10080645161290323,0.40322580645161293,0.16792249730893435,7.705645161290322,45.88810483870967,0,2.5,0.689010989010989,0.0004702420239907961,0.6885407469869982,0.45454545454545453,0.5454545454545454,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
1,5.0,0,10.0,0,8.81,7.17,0.21,1,4,0,0.71,62.73,859.76,878.66,-18.899999999999977,0.08059023836549375,1.0219828789429608,0.8138479001135073,5,0.21,0.0,0.4540295119182747,-0.0219828789429608,-2.1452894438138452,97.58910329171395,1,0.5,0.5904395604395604,0.00018519084467225305,0.5902543695948881,0.09090909090909091,0.9090909090909091,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,4.0,1,5.0,0,10.98,6.8,0.73,1,1,0,1.81,77.37,1453.13,401.92,1051.21,0.16484517304189436,0.2765891558222595,0.6193078324225865,5,1.46,0.0,0.09107468123861566,0.7234108441777405,95.73861566484517,132.3433515482696,0,1.0,0.7513186813186814,0.00037880291031429933,0.7509398784083671,0.18181818181818182,0.8181818181818181,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
3,5.0,0,5.0,0,8.31,6.85,0.19,1,1,0,0.81,61.05,1543.73,382.18,1161.55,0.09747292418772563,0.24756919927707566,0.8243080625752105,8,0.5700000000000001,0.0,0.12033694344163658,0.7524308007229243,139.77737665463295,185.76774969915763,0,1.6,0.5719780219780219,0.0002239860996704573,0.5717540358783515,0.29090909090909095,0.709090909090909,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
3,2.0,0,2.0,1,30.74,23.51,0.0,0,0,0,1.81,69.4,1257.96,1674.57,-416.6099999999999,0.058880936890045546,1.3311790517981492,0.7648015614834093,9,0.27,0.0,0.0,-0.33117905179814927,-13.552700065061806,40.92257644762525,1,4.5,0.6637362637362638,0.0001353043576854589,0.6636009593785783,0.8181818181818182,0.18181818181818177,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False
1,3.0,0,3.0,1,7.23,4.85,0.53,1,3,1,0.72,59.09,444.61,225.61,219.0,0.0995850622406639,0.507433481028317,0.6708160442600276,4,0.53,0.1383125864453665,0.41493775933609955,0.492566518971683,30.29045643153527,61.49515905947441,0,1.3333333333333333,0.5504395604395604,0.00022883964816493006,0.5502107207913955,0.2424242424242424,0.7575757575757576,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3,3.0,0,2.0,1,21.71,11.99,0.49,1,0,2,0.77,65.7,1502.78,826.62,676.16,0.03546752648549056,0.5500605544391062,0.5522800552740672,5,1.47,0.09212344541685859,0.0,0.4499394455608938,31.14509442653155,69.22063565177338,0,2.5,0.6230769230769231,8.150194516729249e-05,0.6229954211317558,0.45454545454545453,0.5454545454545454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
4,4.0,1,2.0,1,16.54,11.91,0.43,1,5,2,1.85,66.15,1996.79,849.72,1147.07,0.11185006045949215,0.4255429965093976,0.7200725513905684,4,1.72,0.12091898428053205,0.3022974607013301,0.5744570034906024,69.35126964933495,120.72490931076179,0,2.0,0.6280219780219781,0.00025702377351454576,0.6277649542484636,0.36363636363636365,0.6363636363636364,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,3.0,1,5.0,0,22.9,16.06,0.25,1,2,0,1.78,82.76,1683.87,1949.21,-265.34000000000015,0.0777292576419214,1.1575774851977885,0.7013100436681222,2,0.5,0.0,0.08733624454148473,-0.15757748519778852,-11.586899563318784,73.53144104803494,1,0.4,0.8105494505494506,0.00017861650704110573,0.8103708340424095,0.07272727272727274,0.9272727272727272,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
5,5.0,0,7.0,0,12.69,10.4,0.41,1,2,2,1.54,71.35,1517.64,417.99,1099.65,0.12135539795114264,0.2754210484699929,0.8195429472025217,2,2.05,0.15760441292356187,0.15760441292356187,0.7245789515300072,86.65484633569741,119.59338061465722,0,0.2857142857142857,0.6851648351648351,0.00027886638764096453,0.6848859687771941,0.051948051948051945,0.948051948051948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
3,3.0,0,2.0,1,41.11,12.69,0.39,1,4,0,1.73,69.4,1359.21,1231.23,127.98000000000002,0.04208221843833617,0.9058423643145651,0.3086840184869861,5,1.17,0.0,0.09729992702505473,0.09415763568543493,3.1131111651666266,33.06275845293116,0,2.5,0.6637362637362638,9.670205395017869e-05,0.6636395616823136,0.45454545454545453,0.5454545454545454,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
3,2.0,0,5.0,1,11.67,6.68,0.25,1,7,0,4.52,60.95,567.75,884.88,-317.13,0.38731790916880887,1.558573315719947,0.572407883461868,9,0.75,0.0,0.5998286203941731,-0.5585733157199472,-27.174807197943444,48.65038560411311,1,1.8,0.570879120879121,0.0008900300112075893,0.5699890908679134,0.32727272727272727,0.6727272727272727,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False
2,3.0,0,7.0,0,10.56,1.83,0.0,0,3,2,2.06,62.91,193.41,756.44,-563.0300000000001,0.19507575757575757,3.9110697482032992,0.17329545454545453,9,0.14,0.1893939393939394,0.28409090909090906,-2.9110697482032992,-53.31723484848485,18.315340909090907,1,1.2857142857142858,0.5924175824175824,0.0004482707217801499,0.5919693116958022,0.2337662337662338,0.7662337662337662,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
4,4.0,0,5.0,0,16.86,9.79,0.44,1,3,1,1.3,80.64,5087.1,995.46,4091.64,0.0771055753262159,0.1956831986790116,0.5806642941874258,4,1.76,0.05931198102016608,0.17793594306049823,0.8043168013209883,242.6832740213523,301.7259786476869,0,0.8,0.7872527472527473,0.00017718332782244118,0.7870755639249248,0.14545454545454548,0.8545454545454545,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
4,3.0,0,5.0,0,24.97,14.33,0.59,1,2,1,0.67,80.93,1437.93,1220.22,217.71000000000004,0.026832198638366042,0.8485948551042123,0.5738886663996796,4,2.36,0.040048057669203045,0.08009611533840609,0.1514051448957877,8.718862635162196,57.58630356427714,0,0.8,0.7904395604395605,6.165855357961432e-05,0.7903779018859809,0.14545454545454548,0.8545454545454545,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
